,Name,EPIC,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,ProtA,ProtD,ProtS,ProtK,Kpmag,Notes,PrCat,PCat,All,2M,Simbad,RAJ2000,DEJ2000
320,AD 2295,211951021,0.16,19.57,14.35,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.9,                                                                                            ,1,2,All,2M,Simbad,129.324546,19.488077
321,JS723  ,211908029,0.24,17.66,13.13,2.9,0.0313,0,Y,0.00585,       ,       , ,N,Y,N,    ,0.02987,1.33334,2,     ,     ,     ,     ,17.16,                                                                                            ,0,2,All,2M,Simbad,130.24353100000002,18.846195
322,KW471  ,211927269,0.96,11.88,10.19,9.39,0.9077,0,Y,0.00782,       ,       , ,N,N,Y,    ,0.02046,0.93806,K,     ,     ,     ,9.13,11.91,                                                                                            ,1,2,All,2M,Simbad,130.66754699999998,19.133079000000002
323,HSHJ 90,211941765,0.17,19.14,14.15,0.6,0.4893,0,Y,0.00814,       ,       , ,N,Y,Y,    ,0.04973,1.82803,2,     ,     ,     ,     ,18.46,                                                                                            ,0,2,All,2M,Simbad,128.988396,19.351791
324,AD 2859,212013502,0.16,19.33,14.31,0.23,0.2182,0,Y,0.01071,       ,       , ,N,N,N,    ,0.04759,0.15581,2,     ,     ,     ,     ,17.09,                                                                                            ,1,2,All,2M,Simbad,130.239652,20.478193
325,JS711  ,211938911,0.3,17.37,12.7,1.34,0.0228,0,Y,0.00738,       ,       , ,N,N,N,    ,0.01242,0.07807,2,     ,     ,     ,     ,15.97,                                                                                            ,0,2,All,2M,Simbad,129.92731799999999,19.308014
326,AD 3310,211980252,0.23,18.01,13.26,13.3,0.1232,0,Y,0.00741,       ,       , ,N,N,N,    ,0.02485,0.81726,2,     ,     ,     ,     ,16.32,                                                                                            ,0,2,All,2M,Simbad,131.088523,19.936604
327,KW198  ,211947849,0.9,12.27,10.29,11.17,0.7836,0,Y,0.00839,       ,       , ,N,Y,Y,conf,0.00704,0.3028,K,     ,     ,     ,10.53,12.36,                                                                                            ,0,2,All,2M,Simbad,129.909869,19.440869
328,HSHJ100,211946732,0.19,18.33,13.66,1.6,0.1258,0,Y,0.00795,       ,       , ,N,N,N,    ,0.01618,0.35772,2,     ,     ,     ,     ,17.75,                                                                                            ,0,2,All,2M,Simbad,129.01388400000002,19.424675
329,JS542  ,212016988,0.48,15.66,11.94,19.27,0.1352,0,Y,0.00694,       ,       , ,N,Y,Y,    ,0.00912,0.23407,2,     ,     ,     ,     ,15.27,                                                                                            ,0,2,All,2M,Simbad,130.90371299999998,20.537217000000002
330,HSHJ421,211944193,0.21,18.37,13.4,0.48,0.102,0,Y,0.00928,       ,       , ,M,N,N,cand,0.01679,0.47339,S,     ,     ,0.28,     ,16.86,                                                                                            ,1,2,All,2M,Simbad,130.599276,19.386799
331,AD 3187,211925698,0.22,17.97,13.34,6.25,0.7744,0,Y,0.00778,       ,       , ,N,N,Y,    ,0.03965,1.79561,2,     ,     ,     ,     ,17.41,                                                                                            ,0,2,All,2M,Simbad,130.81611,19.1092
332,JS127  ,211931128,0.92,12.07,10.26,9.79,0.4775,0,Y,0.0097,       ,       , ,N,Y,N,    ,0.0111,0.49757,D,     ,9.83,     ,9.8,12.15,                                                                                            ,2,2,All,2M,Simbad,129.094558,19.191485
333,JS414  ,211953774,0.49,16.02,11.94,28.91,0.4304,1,Y,0.00727,       ,       , ,N,M,N,    ,0.00889,0.31135,2,     ,     ,     ,     ,14.93,                                                                                            ,1,2,All,2M,Simbad,130.297097,19.529624
334,JS728  ,211924377,0.27,17.81,12.87,5.37,0.0328,0,Y,0.00698,       ,       , ,N,N,N,    ,0.00895,0.21382,2,     ,     ,     ,     ,17.05,                                                                                            ,1,2,All,2M,Simbad,130.329591,19.088524
335,       ,212017273,0.18,19.21,13.88,1.09,0.0463,0,N,0.00793,       ,       , ,Y,Y,Y,    ,0.02076,0.31564,2,     ,     ,     ,     ,17.23,                                                                                            ,0,1,All,2M,Simbad,129.505676,20.541531
336,HSHJ261,212032714,0.22,18.27,13.36,0.42,0.1664,0,N,0.00925,       ,       , ,N,N,Y,    ,0.03581,0.02978,2,     ,     ,     ,     ,17.6,                                                                                            ,0,2,All,2M,Simbad,129.842323,20.799557
337,JS113  ,211976535,0.56,15.01,11.66,18.55,0.4053,0,Y,0.0089,       ,       , ,N,Y,N,    ,0.00991,0.28164,2,     ,     ,     ,     ,14.84,                                                                                            ,0,2,All,2M,Simbad,129.04761499999998,19.877845999999998
338,AD 3120,211953966,0.17,18.95,14.09,2.07,0.0113,0,Y,0.00689,       ,       , ,N,Y,N,    ,0.01964,0.36462,2,     ,     ,     ,     ,18.36,                                                                                            ,1,2,All,2M,Simbad,130.670749,19.532915
339,JS298  ,211945362,0.29,16.74,12.73,9.16,0.6578,0,Y,0.00892,       ,       , ,N,Y,N,    ,0.04458,2.25291,S,     ,     ,4.29,     ,15.76,                                                                                            ,1,2,All,2M,Simbad,129.882326,19.404894
340,HSHJ279,211939364,0.23,16.95,13.23,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.32,                                                                                            ,0,2,All,2M,Simbad,129.918804,19.31498
341,       ,211990019,0.18,19.11,13.89,0.41,0.2472,0,Y,0.00707,       ,       , ,N,Y,M,    ,0.02935,0.08421,S,     ,     ,0.41,     ,18.4,                                                                                            ,1,1,All,2M,Simbad,129.591123,20.093246
342,JS117  ,212025985,0.56,14.91,11.63,17.27,0.4589,0,Y,0.00821,       ,       , ,N,Y,Y,    ,0.01562,0.39024,2,     ,     ,     ,     ,14.82,                                                                                            ,1,2,All,2M,Simbad,129.064719,20.686044
343,JC105  ,211939094,0.46,16.15,12.02,0.95,0.3117,0,Y,0.00806,       ,       , ,N,Y,M,    ,0.02311,0.83805,2,     ,     ,     ,     ,15.27,                                                                                            ,1,1,All,2M,Simbad,129.390449,19.310997
344,JS554  ,211978779,0.64,13.7,10.97,13.6,0.627,0,Y,0.00814,       ,       , ,N,Y,Y,    ,0.00957,0.50512,2,     ,     ,     ,     ,13.75,                                                                                            ,1,2,All,2M,Simbad,130.965892,19.913604
345,JS364  ,211914098,0.55,15.24,11.71,17.18,0.364,0,Y,0.00741,       ,       , ,N,Y,N,    ,0.00726,0.26196,P,17.33,     ,     ,     ,15.02,                                                                                            ,0,2,All,2M,Simbad,130.117646,18.935817999999998
346,HSHJ136,211923230,0.23,17.43,13.24,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,17.01,                                                                                            ,1,2,All,2M,Simbad,129.212774,19.071823000000002
347,JS525  ,211886612,0.39,16.38,12.28,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        ,P,22.6,     ,     ,     ,15.94,                                                                                            ,0,2,All,2M,Simbad,130.803873,18.530806
348,HSHJ102,211981575,0.24,18.17,13.2,1.02,0.0465,0,Y,0.00826,       ,       , ,N,N,M,    ,0.01625,0.25812,2,     ,     ,     ,     ,17.52,                                                                                            ,0,2,All,2M,Simbad,129.035841,19.957056
349,JS753  ,211973218,0.34,17.22,12.5,1.74,0.2096,0,N,0.00727,8.3938,0.1833,0,Y,N,N,    ,0.02322,0.70875,2,     ,     ,     ,     ,16.65,                                                                                            ,0,1,All,2M,Simbad,131.343125,19.827811999999998
350,HSHJ446,211984495,0.16,19.54,14.28,     ,       ,2, ,        ,       ,       , , , , ,cand,        ,        , ,     ,     ,     ,     ,18.8,                                                                                            ,0,2,All,2M,Simbad,130.80527,20.004456
351,JS443  ,211911911,0.36,16.76,12.44,1.09,0.0702,0,Y,0.00689,       ,       , ,N,N,Y,    ,0.01407,0.41843,2,     ,     ,     ,     ,15.63,                                                                                            ,0,2,All,2M,Simbad,130.40259,18.904308
352,       ,211892898,1.06,11.74,9.6,     ,       ,2, ,        ,       ,       , , , , ,cand,        ,        , ,     ,     ,     ,     ,11.77,eclipse                                                                                     ,1,1,All,2M,Simbad,130.894296,18.622201
353,       ,212022062,0.17,19.25,14.01,     ,       ,3, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.55,                                                                                            ,0,1,All,2M,Simbad,129.510324,20.621243
354,AD 2440,211984058,0.16,23.59,14.27,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        ,S,     ,     ,0.69,     ,17.72,                                                                                            ,1,2,All,2M,Simbad,129.67203700000002,19.996433
355,AD 3411,211970517,0.55,15.98,11.72,0.91,0.3598,0,Y,0.00956,       ,       , ,N,N,N,    ,0.0063,0.19698,2,     ,     ,     ,     ,14.99,                                                                                            ,0,2,All,2M,Simbad,131.359604,19.784394
356,AD 3031,211936049,0.18,18.83,13.89,0.36,0.0591,0,Y,0.00731,       ,       , ,N,N,Y,    ,0.03791,0.11314,2,     ,     ,     ,     ,18.38,much brighter neighbor                                                                      ,0,2,All,2M,Simbad,130.4723,19.265508999999998
357,HSHJ310,211891961,0.22,18.09,13.35,1.59,0.0835,0,Y,0.00736,       ,       , ,N,Y,N,    ,0.02766,0.9147,2,     ,     ,     ,     ,17.5,                                                                                            ,0,2,All,2M,Simbad,130.071126,18.608282
358,       ,212031837,0.15,19.84,14.58,1.63,0.1404,0,Y,0.00709,       ,       , ,N,N,M,    ,0.0482,1.63054,2,     ,     ,     ,     ,17.44,                                                                                            ,0,1,All,2M,Simbad,129.455043,20.785232999999998
359,JS726  ,211924229,0.4,16.36,12.25,21.32,0.6226,0,Y,0.00799,       ,       , ,N,Y,N,    ,0.00773,0.31656,2,     ,     ,     ,     ,15.35,                                                                                            ,0,2,All,2M,Simbad,130.31427,19.086223999999998
360,JS743  ,211997741,0.28,17.7,12.86,1.38,0.37,0,Y,0.00826,       ,       , ,N,N,N,    ,0.02021,0.74482,2,     ,     ,     ,     ,16.24,                                                                                            ,0,2,All,2M,Simbad,131.04851100000002,20.216684
361,HSHJ135,211896912,0.22,18.08,13.34,13.98,0.2491,0,Y,0.0076,       ,       , ,N,Y,N,    ,0.02808,1.10687,2,     ,     ,     ,     ,17.51,                                                                                            ,0,2,All,2M,Simbad,129.210528,18.6817
362,JS104  ,211953521,0.81,12.79,10.57,11.83,0.7782,0,Y,0.00837,       ,       , ,N,Y,N,    ,0.01176,0.49536,K,     ,     ,     ,12.89,12.85,                                                                                            ,1,2,All,2M,Simbad,128.999477,19.525529000000002
363,HSHJ338,211906702,0.21,18.04,13.45,2.1,0.236,0,Y,0.00748,       ,       , ,N,Y,M,    ,0.01234,0.44959,2,     ,     ,     ,     ,17.52,                                                                                            ,0,2,All,2M,Simbad,130.232172,18.826195000000002
364,JS124  ,211912940,0.38,16.66,12.35,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,15.49,neither fits the repeats in the full light curve                                            ,0,2,All,2M,Simbad,129.079206,18.918974
365,AD 2678,211913907,0.16,19.39,14.17,0.42,0.046,0,Y,0.00816,       ,       , ,N,N,N,    ,0.05558,0.08267,2,     ,     ,     ,     ,18.66,                                                                                            ,0,2,All,2M,Simbad,130.016301,18.932625
366,AD 2840,211901458,0.19,18.64,13.67,1.4,0.2045,0,Y,0.00823,       ,       , ,N,N,Y,    ,0.04482,1.45239,2,     ,     ,     ,     ,17.99,                                                                                            ,0,2,All,2M,Simbad,130.221925,18.748335
367,JS455  ,211949049,0.75,13.11,10.73,11.21,0.7319,0,Y,0.00802,       ,       , ,N,Y,M,    ,0.01192,0.5386,K,     ,     ,     ,11.6,13.2,                                                                                            ,0,2,All,2M,Simbad,130.45076699999998,19.45867
368,JS473  ,211932539,0.69,13.21,10.83,13.48,0.2505,0,Y,0.0079,       ,       , ,N,Y,N,    ,0.00249,0.06164,2,     ,     ,     ,     ,13.22,                                                                                            ,1,2,All,2M,Simbad,130.551402,19.213511999999998
369,HSHJ430,211946007,0.2,18.15,13.5,2.25,0.2054,0,Y,0.0082,       ,       , ,N,Y,Y,cand,0.02634,1.07634,S,     ,     ,2.24,     ,16.57,EB; second highest peak is eclipse period                                                   ,0,2,All,2M,Simbad,130.664324,19.414445999999998
370,JS260  ,211908826,0.42,16.5,12.16,23.67,0.3604,0,N,0.00899,       ,       , ,M,Y,N,    ,0.02055,0.89503,2,     ,     ,     ,     ,15.3,several broad peaks                                                                         ,0,2,All,2M,Simbad,129.73726000000002,18.858218
